Phylum;Class;Order;Family;Genus;Species;Subspecies;CommonName;FormerDistribution;Assessment;EstimatedExtinctionDate;CausesOfExtinction;Habitat;HabitatNotes;HumanLosses;PotentialLosses
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Ectopistes;migratorius;;Passenger Pigeon;Canada, Cuba, Mexico, United States;Extinct;1914;Habitat loss, Newcastle Disease and over hunting;Terrestrial;Temperate forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Gallicolumba;ferruginea;;Tanna Ground-dove;Vanuatu;Extinct;1800;Predation by introduced rats;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Gallicolumba;norfolciensis;;Norfolk Island Ground-dove;Australia: Norfolk Island;Extinct;1800;Introduction of rats and cats, and over hunting;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Gallicolumba;salamonis;;Thick-billed Ground-dove;Solomon Islands;Extinct;1927;Hunting, habitat destruction and introduced species;Terrestrial;Dry beach forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Microgoura;meeki;;Choiseul Pigeon;Solomon Islands;Extinct;1904;Predation by feral dogs and cats;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Ptilinopus;mercierii;;Red-moustached Fruit-dove;French Polynesia;Extinct;1922;Predation by the introduced Great Horned Owl (Bubo virginianus), as well as by introduced rats and cats;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Zenaida;graysoni;;Socorro Dove;Mexico;Extinct in the wild;1972;Hunting, locust outbreaks, predation by cats;Terrestrial;Subtropical lowland forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;RAPHIDAE;Pezophaps;solitaria;;Rodrigues Solitaire;Mauritius;Extinct;1760's;Hunting and introduction of cats;Terrestrial;Subtropical dry forest and shrubland;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;RAPHIDAE;Raphus;cucullatus;;Dodo;Mauritius;Extinct;1681;Overhunting;Terrestrial;Dry lowland forest;Food source;Unknown
CHORDATA;AVES;CORACIIFORMES;UPUPIDAE;Upupa;antaios;;St Helena Hoopoe;Saint Helena;Extinct;1502;Overhunting and introduced species;Terrestrial;Temperate forest;Food source;Unknown
CHORDATA;AVES;CUCULIFORMES;CUCULIDAE;Coua;delalandei;;Snail-eating Coua, Delalande's Coua;Madagascar;Extinct;1834;Deforestation, hunting, and predation by introduced rats;Terrestrial;Tropical lowland moist forest;Food source and feathers.;Unknown
CHORDATA;AVES;CUCULIFORMES;CUCULIDAE;Nannococcyx;psix;;St Helena Cuckoo;Saint Helena;Extinct;1700's;Deforestation;Terrestrial;Temperate forest;Food source;Unknown
CHORDATA;AVES;FALCONIFORMES;FALCONIDAE;Caracara;lutosa;;Guadalupe Caracara;Mexico;Extinct;1900;Deforestation and persecution;Terrestrial;Shrubland;Food source;Unknown
CHORDATA;AVES;FALCONIFORMES;FALCONIDAE;Falco;buboisi;;Reunion Kestrel, R�union Kestrel;R�union;Extinct;1600's;Persecution;Terrestrial;Shrubland;Unknown;Unknown
CHORDATA;AVES;GALLIFORMES;CRACIDAE;Mitu ;mitu;;Alagoas Curassow;Brazil;Extinct in the wild;1980's;Habitat destruction and poaching;Terrestrial;Lowland primary forest;Unknown;Unknown
CHORDATA;AVES;GALLIFORMES;PHASIANIDAE;Argusianus ;bipunctatus;;Double-banded Argus;Indonesia, Malaysia;Extinct;1800's;Hunting and habitat degradation;Terrestrial;Tropical lowland moist forest;Food source;Unknown
CHORDATA;AVES;GALLIFORMES;PHASIANIDAE;Coturnix;novaezelandiae;;New Zealand Quail;New Zealand: Barrier Islands;Extinct;1875;Predation by dogs, cats and rats, and grazing by sheep. Diseases spread by introduced game birds;Terrestrial;Grass covered downs;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Aphanapteryx;bonasia;;Red Rail;Mauritius;Extinct;1700;Overhunting and introduced cats;Terrestrial;Tropical lowland moist forest;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Aphanapteryx;leguati;;Rodrigues Rail;Mauritius;Extinct;1761;Overhunting and introduced cats;Terrestrial;Tropical lowland moist forest;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Aramides;gutturalis;;Red-throated Wood-rail;Peru;Extinct;1894;Hunting and habitat degradation;Terrestrial;Humid forests and mangroves;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Atlantisia ;elpenor;;Ascension Crake, Ascension Flightless Crake;Saint Helena;Extinct;1815;Predation by introduced rats;Terrestrial;Dry shrubland;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Atlantisia ;podarces;;St Helena Crake;Saint Helena;Extinct;1502;Overhunting;Terrestrial;Unknown;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Cabalus;modestus;;Chatham Rail, Chatham Island Rail, Chatham Islands Rail;New Zealand;Extinct;1900;Predation, habitat degradation and competition with the larger Dieffenbach's Rail (Gallirallus dieffenbachii) ;Terrestrial;Scrubland;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Diaphorapteryx ;hawkinsi;;Hawkins's Rail;New Zealand;Extinct;1800's;Overhunting;Terrestrial;Temperate forest;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Fulica;newtoni;;Mascarene Coot;Mauritius, R�union;Extinct;1693;Overhunting;Freshwater;Unknown;Unknown;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Gallinula;nesiotis;;Tristan Moorhen, Tristan Gallinule;Saint Helena;Extinct;1890's;Hunting, predation by rats, cats and pigs, and habitat destruction;Terrestrial;Marshes and pools;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Gallirallus;dieffenbachii;;Dieffenbach's Rail;New Zealand;Extinct;1872;Predation by introduced rats, cats and dogs, and habitat loss;Terrestrial;Scrubland;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Gallirallus;owstoni;;Guam Rail;Guam, Northern Mariana Islands;Extinct in the wild;1987;Predation by the brown tree-snake;Terrestrial;Forest, savanna, scrub and secondary grassland;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Gallirallus;pacificus;;Tahiti Rail;French Polynesia;Extinct;1930's;Introduced rats and cats;Terrestrial;Unknown;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Gallirallus;wakensis;;Wake Island Rail;United States: United States Minor Outlying Islands;Extinct;1945;Overhunting;Terrestrial;Scrubland;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Nesoclopeus;poecilopterus;;Bar-winged Rail;Fiji;Extinct;1973;Introduced cats and mongooses;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porphyrio;albus;;White Gallinule, Lord Howe Island Swamphen, Lord Howe Swamphen;Australia;Extinct;1834;Overhunting;Terrestrial;Unknown;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porphyrio;coerulescens;;Reunion Gallinule, R�union Gallinule;R�union;Extinct;1730;Overhunting;Freshwater;Montane forest;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porphyrio;kukwiedei;;New Caledonia Gallinule;New Caledonia;Extinct;1800's;Overhunting;Freshwater;Unknown;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porphyrio;mantelli;;North Island Takahe;New Zealand;Extinct;1800's;Hunting and habitat alteration;Terrestrial;Tropical high altitude grassland ;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porzana;astrictocarpus;;St Helena Rail;Saint Helena;Extinct;1500's;Introduced predators;Terrestrial;Unknown;Unknown;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porzana;monasa;;Kosrae Crake;Micronesia, Federated States of;Extinct;1800's;Predation by introduced rats;Freshwater;Subtropical moist forest, marshes and bogs;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porzana;nigra;;Miller's Rail;French Polynesia;Extinct;1700's;Introduced predators;Terrestrial;Unknown;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porzana;palmeri;;Laysan Rail, Laysan Crake;United States;Extinct;1940's;Habitat destruction;Terrestrial;Grass tussocks and thickets;Food source;Unknown
CHORDATA;AVES;GRUIFORMES;RALLIDAE;Porzana;sandwichensis;;Hawaiian Rail, Hawaiian Crake;United States;Extinct;1884;Predation by rats, cats, dogs and people;Terrestrial;Clearing in inland forest;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;ACANTHISITTIDAE;Traversia ;lyalli;;Stephens Island Wren;New Zealand;Extinct;1894;Habitat destruction and predation by lighthouse keepers cat;Terrestrial;Rocky ground;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;ACANTHISITTIDAE;Xenicus;longipes;;Bush Wren, Bushwren, New Zealand Bush Wren;New Zealand;Extinct;1972;Introduced predators;Terrestrial;Montane forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;ACANTHIZIDAE;Gerygone;insularis;;Lord Howe Gerygone, Lord Howe Island Gerygone;Australia;Extinct;1936;Predation by introduced rats;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;CALLAEATIDAE;Heteralocha;acutirostris;;Huia;New Zealand;Extinct;1907;Habitat loss, predation and disease;Terrestrial;Primary forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;CORVIDAE;Corvus;hawaiiensis;;Hawaiian Crow;United States: Hawaii;Extinct in the wild;2002;Habitat alteration, collection and shooting, and introduced species;Terrestrial;Wet forest and scrubland;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Chaunoproctus;ferreorostris;;Bonin Grosbeak;Japan;Extinct;1890;Habitat destruction, and introduced rats and cats;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Chloridops;kona;;Kona Grosbeak, Grosbeak Finch;United States: Hawaii;Extinct;1894;Habitat alteration and avian malaria;Terrestrial;Naio forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Ciridops;anna;;Ula-ai-hawane, Ula-'ai-hawane;United States: Hawaii;Extinct;1937;Habitat alteration and avian malaria;Terrestrial;`ohi`a and loulu palm Pritchardia forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Drepanis ;funerea;;Black mamo;United States: Hawaii;Extinct;1907;Habitat destruction, and predation by rats and mongooses;Terrestrial;Wet forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Drepanis ;pacifica;;Hawaii Mamo, Hawai'I Mamo;United States: Hawaii;Extinct;1899;Habitat destruction and disease;Terrestrial;`ohi`a forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Dysmorodrepanis;munroi;;Lanai Hookbill, Lana'I Hookbill;United States: Hawaii;Extinct;1918;Habitat destruction and predation by cats and rats;Terrestrial;Montane forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Hemignathus;ellisianus;;Greater Akialoa;United States: Hawaii;Extinct;1969;Habitat destruction and disease;Terrestrial;`ohi`a forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Hemignathus;obscurus;;Lesser Akialoa;United States: Hawaii;Extinct;1940;Habitat destruction and disease;Terrestrial;`ohi`a forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Hemignathus;sagittirostris;;Greater Amakihi, Greater 'Amakihi;United States: Hawaii;Extinct;1901;Habitat destruction;Terrestrial;Moist forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Paroreomyza;flammea;;Kakawahie, Molokai Creeper;United States: Hawaii;Extinct;1963;Habitat destruction and disease;Terrestrial;`ohi`a forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Rhodacanthis;flaviceps;;Lesser Koa-finch;United States: Hawaii;Extinct;1891;Habitat alteration and avian malaria;Terrestrial;Montane forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;FRINGILLIDAE;Rhodacanthis;palmeri;;Greater Koa-finch;United States: Hawaii;Extinct;1890's;Habitat alteration and avian malaria;Terrestrial;Koa forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;ICTERIDAE;Quiscalus ;palustris;;Slender-billed Grackle;Mexico;Extinct;1910;Draining of its tule-cattail and sedge habitat;Terrestrial;Freshwater marshes and pools;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Anthornis ;melanocephala;;Chatham Bellbird, Chatham Island Bellbird;New Zealand;Extinct;1906;Habitat destruction, introduced rats and cats, and over-collection for the Museum trade;Terrestrial;Dense forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Chaetoptila ;angustipluma;;Kioea;United States: Hawaii;Extinct;1859;Deforestation, introduced predators and avian malaria;Terrestrial;Montane forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Moho;apicalis;;Oahu Oo, O'Ahu 'o'o;United States: Hawaii;Extinct;1837;Habitat destruction and disease;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Moho;bishopi;;Bishop's Oo, Bishop's 'o'o, Molokai 'O'o;United States: Hawaii;Extinct;1900's;Habitat destruction, disease and introduced rats;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Moho;braccatus;;Kauai Oo, Kaua'I 'o'o;United States: Hawaii;Extinct;1987;Habitat destruction, disease and introduced rats;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MELIPHAGIDAE;Moho;nobilis;;Hawaii Oo, Hawai'I 'o'o;United States: Hawaii;Extinct;1934;Habitat destruction and disease;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MONARCHIDAE;Myiagra;freycineti;;Guam Flycatcher, Guam Broadbill;Guam;Extinct;1983;Introduction of brown tree snake;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MONARCHIDAE;Pomarea;fluxa;;Eiao Monarch;French Polynesia;Extinct;1977;Introduced predators e.g. rats, avian disease and habitat destruction;Terrestrial;Dry forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MONARCHIDAE;Pomarea;mira;;Ua Pou Monarch;French Polynesia;Extinct;1985;Introduced predators e.g. rats, avian disease and habitat destruction;Terrestrial;Forests;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MONARCHIDAE;Pomarea;nukuhivae;;Nuku Hiva Monarch;French Polynesia;Extinct;1972;Introduced predators e.g. rats, avian disease and habitat destruction;Terrestrial;Subtropical forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;MONARCHIDAE;Pomarea;pomarea;;Maupiti Monarch;French Polynesia;Extinct;1823;Habitat lost and predation from introduced species;Terrestrial;Subtropical forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;STURNIDAE;Aplonis;corvina;;Kosrae Starling;Micronesia, Federated States of;Extinct;1880;Predation by introduced rats;Terrestrial;Tropical montane moist forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;STURNIDAE;Aplonis;fusca;;Norfolk Island Starling, Norfolk Starling, Tasman Starling;Australia, Norfolk Island;Extinct;1915;Habitat destruction;Terrestrial;Tropical lowland moist forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;STURNIDAE;Aplonis;mavornata;;Mysterious Starling;Cook Islands;Extinct;1800's;Predation by introduced rats;Terrestrial;Tropical lowland moist forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;STURNIDAE;Fregilupus;varius;;Reunion Starling, R�union Starling;R�union;Extinct;1850's;Introduced disease, forest fires, drought, deforestation and hunting;Terrestrial;Tropical lowland moist forest;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;STURNIDAE;Necropsar;rodericanus;;Rodrigues Starling, Rodriguez Starling;Mauritius;Extinct;1700's;Hunting, habitat destruction introduced mammals;Terrestrial;Unknown;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;SYLVIIDAE;Bowdleria;rufescens;;Chatham Fernbird, Chatham Island Fernbird, Chatham Islands Fernbird;New Zealand;Extinct;1900;Habitat loss, overgrazing by introduced goats and rabbits, and predation by cats;Terrestrial;Low brushland;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;SYLVIIDAE;Nesillas ;aldabrana;;Aldabra Warbler, Aldabra Brush Warbler, Aldabra Brush-warbler, Aldabra Bush-warbl;Seychelles;Extinct;1983;Rat predation and degradation of its habitat by tortoises and goats;Terrestrial;Dense coastal vegetation;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;TURDIDAE;Myadestes ;myadestinus;;Kamao, Hawaiian Thrush, Kama'o;United States: Hawaii;Extinct;1989;Disease, habitat destruction, competition with introduced species and hurricane damage;Terrestrial;Dense montane forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;TURDIDAE;Myadestes ;woahensis;;Amaui, 'amaui;United States: Hawaii;Extinct;1825;Unknown;Terrestrial;Forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;TURDIDAE;Turdus;ravidus;;Grand Cayman Thrush;Cayman Islands;Extinct;1938;Habitat destruction;Terrestrial;Forest;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;TURDIDAE;Zoothera;terrestris;;Bonin Thrush;Japan;Extinct;1800's;Unknown;Terrestrial;Unknown;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;TURNAGRIDAE;Turnagra;capensis;;South Island Piopio, New Zealand Thrush, Piopio;New Zealand;Extinct;1963;Predation by introduced rats;Terrestrial;Forest undergrowth;Unknown;Unknown
CHORDATA;AVES;PASSERIFORMES;TURNAGRIDAE;Turnagra;tanagra;;North Island Piopio;New Zealand;Extinct;1900;Habitat destruction and predation by people, cats and rats;Terrestrial;Forest;Food source;Unknown
CHORDATA;AVES;PASSERIFORMES;ZOSTEROPIDAE;Zosterops;strenuus;;Robust White-eye;Australia;Extinct;1928;Predation by introduced rats;Terrestrial;Forest and scrubby vegetation;Food source;Unknown
CHORDATA;AVES;PELECANIFORMES;PHALACROCORACIDAE;Phalacrocorax;perspicillatus;;Pallas's Cormorant;Russian Federation;Extinct;1850's;Overhunting;Terrestrial;Rocky shores;Food source;Unknown
CHORDATA;AVES;PELECANIFORMES;SULIDAE;Sula;tasmani;;Tasman Booby;Australia: Norfolk Island;Extinct;1788;Overhunting and predation from invasive species;Terrestrial;Sandy coastlines;Food source;Unknown
CHORDATA;AVES;PODICIPEDIFORMES;PODICIPEDIDAE;Podiceps;andinus;;Colombian Grebe;Colombia;Extinct;1977;Wetland drainage, siltation, pollution, disruption by reed harvesting, hunting and predation by rainbow trout;Freshwater;Wetlands;Food source;Unknown
CHORDATA;AVES;PODICIPEDIFORMES;PODICIPEDIDAE;Podilymbus;gigas;;Atitlan Grebe, Atitl�n Grebe, Giant Grebe, Giant Pied-billed Grebe;Guatemala;Extinct;1986;Habitat destruction, disturbance and introduced species;Freshwater;Freshwater lake;Food source;Unknown
CHORDATA;AVES;PROCELLARIIFORMES;PROCELLARIIDAE;Bulweria;bifax;;Small St Helena Petrel, St. Helena Bulwer's Petrel;Saint Helena;Extinct;1502;Hunting and introduced species;Terrestrial;Open sea;Food source;Unknown
CHORDATA;AVES;PROCELLARIIFORMES;PROCELLARIIDAE;Pterodroma;rupinarum;;Large St Helena Petrel, St Helena Gadfly Petrel;Saint Helena;Extinct;1502;Hunting and introduced species;Terrestrial;Open sea;Food source;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Amazona;martinicana;;Martinique Amazon, Martinique Parrot;Martinique;Extinct;1700's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Amazona;violacea;;Guadeloupe Amazon, Guadeloupe Parrot;Guadeloupe;Extinct;1780's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Ara;atwoodi;;Dominican Green-and-yellow Macaw;Dominica;Extinct;1700's;Over exploitation;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Ara;erythrocephala;;Jamaican Green-and-yellow Macaw;Jamaica;Extinct;1800's;Over exploitation;Terrestrial;Montane forest;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Ara;gossei;;Jamaican Red Macaw;Jamaica;Extinct;1700's;Over exploitation;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Ara;guadeloupensis;;Lesser Antillean Macaw;Guadeloupe, Martinique;Extinct;1760's;Over exploitation;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Ara;tricolor;;Cuban Macaw;Cuba, Dominican Republic, Haiti;Extinct;1800's;Over exploitation;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Aratinga;labati;;Guadeloupe Parakeet;Guadeloupe;Extinct;1700's;Over exploitation;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Conuropsis ;carolinensis;;Carolina Parakeet;United States;Extinct;1910's;Persecution, habitat destruction and competition from introduced bees;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Cyanoramphus;lietanus;;Raiatea Parakeet;French Polynesia;Extinct;1800's;Habitat destruction, hunting and introduced species;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Cyanoramphus;zealandicus;;Black-fronted Parakeet;French Polynesia;Extinct;1800's;Habitat destruction, hunting and introduced species;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Lophopsittacus;bensoni;;Mauritius Grey Parrot;Mauritius;Extinct;1700's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Lophopsittacus;mauritianus;;Broad-billed Parrot, Mauritius Parrot;Mauritius;Extinct;1600's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Mascarinus ;mascarinus;;Mascarene Parrot;R�union;Extinct;1834;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Necropsittacus;rodericanus;;Rodrigues Parrot;Mauritius;Extinct;1700's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Nestor;productus;;Norfolk Island Kaka, Norfolk Kaka;Australia: Norfolk Island;Extinct;1800's;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Psephotus ;pulcherrimus;;Paradise Parrot, Beautiful Parakeet;Australia;Extinct;1927;Reduction in food supply, fire, drought, disease and trapping;Terrestrial;Open savanna;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Psittacula;exsul;;Newton's Parakeet;Mauritius;Extinct;1800's;Habitat loss and hunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;PSITTACIFORMES;PSITTACIDAE;Psittacula;wardi;;Seychelles Parakeet, Seychelles Parrot;Seychelles;Extinct;1906;Overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;AVES;STRIGIFORMES;STRIGIDAE;Mascarenotus;grucheti;;Reunion Owl, R�union Owl;R�union;Extinct;1600's;Hunting, deforestation and the depredations of introduced predators;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;STRIGIFORMES;STRIGIDAE;Mascarenotus;murivorus;;Rodrigues Owl;Mauritius;Extinct;1700's;Hunting, deforestation and the overhunting;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;STRIGIFORMES;STRIGIDAE;Mascarenotus;sauzieri;;Mauritius Owl;Mauritius;Extinct;1859;Deforestation and hunting;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;STRIGIFORMES;STRIGIDAE;Sceloglaux;albifacies;;Laughing Owl;New Zealand;Extinct;1930's;Unknown;Terrestrial;Open country and forest edge;Food source;Unknown
CHORDATA;AVES;STRUTHIONIFORMES;DROMAIIDAE;Dromaius;ater;;King Island Emu;Australia;Extinct;1800's;Overhunting;Terrestrial;Shady lagoons and coastlines;Food source and feathers;Unknown
CHORDATA;AVES;STRUTHIONIFORMES;DROMAIIDAE;Dromaius;baudinianus;;Kangaroo Island Emu;Australia;Extinct;1840's;Habitat alteration and overhunting;Terrestrial;Forests;Food source and feathers;Unknown
CHORDATA;CEPHALASPIDOMORPHI;PETROMYZONTIFORMES;PETROMYZONTIDAE;Eudontomyzon;sp. nov. 'migratory';;Ukrainian Migratory Lamprey;Moldova, Russian Federation, Ukraine;Extinct;1800's;Possibly hunting;Freshwater;Unknown;Food source;Unknown
CHORDATA;MAMMALIA;CARNIVORA;CANIDAE;Dusicyon;australis;;Falkland Islands dog, Falkland Islands wolf;Falkland Islands;Extinct;1876;Exterminated as a pest species.;Terrestrial;Unknown;Fur, Food source;Unknown
CHORDATA;MAMMALIA;CARNIVORA;EUPLERIDAE;Cryptoprocta;spelea;;Giant Fossa;Madagascar;Extinct;Unknown;Unknown;Terrestrial;Unknown;Fur, Food source;Unknown
CHORDATA;MAMMALIA;CARNIVORA;FELIDAE;Panthera;tigris;balica;Bali Tiger;Bali;Extinct;1950's;Hunting, and loss of forest habitat and prey base;Terrestrial;Shoreline region;Fur;Unknown
CHORDATA;MAMMALIA;CARNIVORA;FELIDAE;Panthera;tigris;virgata;Caspian Tiger, Hyrcanian Tiger, Turan Tiger;Afghanistan, Turkey, Mongolia, Iran, Northern Iraq, Azerbaijan, Turkmenistan, Uzbekistan and Russia ;Extinct;1970's;Hunting, and loss of habitat and large wild prey ;Terrestrial;Desert environment;Fur;Unknown
CHORDATA;MAMMALIA;CARNIVORA;FELIDAE;Panthera;tigris;sondaica;Javan Tiger;Java;Extinct;1970's;Habitat destruction and hunting ;Terrestrial;Unknown;Fur;Unknown
CHORDATA;MAMMALIA;CARNIVORA;MUSTELIDAE;Neovison;macrodon;;Sea Mink;United States;Extinct;1876;Hunting;"Terrestrial; Marine";Rocky shores;Fur.;Unknown
CHORDATA;MAMMALIA;CARNIVORA;OTARIIDAE;Zalophus;japonicus;;Japanese Sea Lion;NW Pacific Japan: Korea, Democratic People's Republic of, Korea, Republic of, Russian Federation;Extinct;1950's;Persecution from fishermen;Marine;Coastal areas, mainly sandy beaches;Oil, skin;Possible medicinal properties
